id,collection,advisor,author,department,secondreader,date,abstract,service,identifier,publisher,subject,title,type,discipline,level,degree_name
42658,10945/17,"Shattuck, Lawrence G.","Ford, Jason T.",Operations Research,"Whitaker, Lyn R.",2014-06,"Due to the cancellation of the Expeditionary Fighting Vehicle (EFV) program, the Marine Corps have begun developing the Amphibious Combat Vehicle (ACV) to replace the 42-year-old Assault Amphibian Vehicle (AAV). Because the ACV will not be fielded until 2022, the AAV is being modified to improve its survivability. Upgrades to the AAV will make it heavier and, therefore, will make it sink faster. This thesis explores the factors that give Marines the best chance for surviving a sinking AAV. A 2 (17 vs. 21 embarked infantry) x 2 (daylight vs. restricted lighting) x 3 (combinations of armor and floatation devices) x 6 (combinations of egress or evacuation and number of hatches) full factorial experiment was conducted at Camp Pendleton, CA, in August 2012. An analysis of variance (ANOVA) identified specific factor combinations that yielded the lowest egress times. Specifically, subjects who left their weapons and body armor and exited through the two rear cargo hatches had the best chance of survival. This thesis provides baseline results for future emergency egress studies on the AAV and the new ACV.","Major, United States Marine Corps",http://hdl.handle.net/10945/42624,"Monterey, California: Naval Postgraduate School",Assault Amphibian Vehicle||AAV||Amphibious Combat Vehicle||ACV||Egress||Evacuation||Emergency Egress||Analysis of Variance||ANOVA||Design of Experiment||DOE||Marine Corps||USMC||Full Factorial,United States Marine Corps assault amphibian vehicle egress study,Thesis,Operations Research,Masters,Master of Science in Operations Research
43097,10945/17,"Szechtman, Roberto","Nesbitt, Jesse",Operations Research,"Craparo, Emily",2014-06,"The Joint Platform Allocation Tool (JPAT) is a tool currently used to inform Army decision makers on resource management, procurement, and operational employment of Army aerial intelligence, surveillance, and reconnaissance (ISR) assets.  The tool is modeled and implemented using point estimates for input data on future resource, equipment capability, and employment demand.  This research expands the capability of the JPAT to account for uncertainty and changes in those parameters that bear on the overall operational risk of the Army's ISR mission:  uncertain and changing future budgets, and uncertainty and unpredictability of future operational demands for ISR assets.  Techniques of robust optimization are explored and applied to JPAT, and results and methodology are shown to be applicable to other operational areas.",Major United States Army,http://hdl.handle.net/10945/43063,"Monterey, California:  Naval Postgraduate School.",,Robust Optimization in Operational Risk:  A Study of the Joint Platform Allocation Tool,,Operations Research,Masters,M.S. in Operations Research
42663,10945/17||10945/11539,"Szechtman, Roberto","Gable, Adam V.",Operations Research,"Dixon, Michael",2014-06,"Naval aviation accounts for 54% of all naval fuel usage. With such a large footprint, even small reductions in fuel consumption can have a significant impact on the bottom line. Recognizing this fact, the Chief of Naval Operations has targeted naval aviation to achieve a 4% reduction in non-mission fuel burn without adversely affecting mission execution or safety. In this thesis, we model ground operations at Naval Air Station (NAS) Oceana and NAS Lemoore to identify and reduce the time an aircraft spends with engines online during post-flight operations. Specifically, by reducing the processes performed while conducting hot brake checks and reducing resources required at the hot skids, we are able to save over $8 million at NAS Oceana and Lemoore alone. In addition, we have identified zero-cost coordination efforts that increase synchronization of fuel truck delivery to their consumers, such as noting refueling intentions on schedules to allow fuel truck managers to allocate trucks more efficiently, leading to additional savings. We provide recommendations specific to each base and recommendations that can be adopted fleet-wide. Finally, we identify that the current allocation of aircraft among bases is suboptimal and provide policy recommendations that would improve overall readiness.","Major, United States Marine Corps",http://hdl.handle.net/10945/42629,"Monterey, California: Naval Postgraduate School",Simulation||optimization||aircraft allocation||fuel reduction||naval aviation,Study of Naval Air Station operations to reduce fuel consumption,Thesis,Operations Research,Masters,Master of Science in Operations Research
42693,10945/17,"Craparo, Emily M.||Salmeron, Javier","Kemper, Brennan J.",Operations Research,"DeGrange, Walter",2014-06,"Weapon systems are comprised of parts that are subject to random failures. When a part fails, it must be replaced by an operable part that is provided by a supply network that supports the system. Supply networks consist of many locations where spare parts are held, known as echelons. Examples include depots, fulfillment centers, and customers. When many identical weapon systems operate in parallel and rely on a multi-echelon supply network for replacement parts, decision makers must choose where and how to invest their resources into the purchase of spare parts. This thesis uses stochastic optimization to leverage those decisions in order to maximize the expected number of time periods a set of weapon systems are available for use. Specifically, we develop a model that determines the optimal stock levels of spare parts to store at each echelon of the supply network. The formulation integrates part failure uncertainty, transit times, and monetary constraints. Model outputs also provide decision makers with a clear estimate of marginal availability gains for each dollar invested in purchasing spare parts.","Lieutenant Commander, United States Navy",http://hdl.handle.net/10945/42659,"Monterey, California: Naval Postgraduate School",availability||multi-echelon||network||optimization||repairable part||stochastic||stock level||supply.,Maximizing weapon system availability with a multi-echelon supply network,Thesis,Operations Research,Masters,Master of Science in Operations Research
42763,10945/17||10945/11539,"Craparo, Emily M.","SÍ_zen, Volkan",Operations Research,"Lucas, Thomas W.",2014-06,"Border surveillance is an important concern for most nations wanting to detect and intercept intruders that are trying to trespass a border. These intruders can include terrorists, drug traffickers, smugglers, illegal immigrants, and others who represent a threat to national interests. Unmanned aerial vehicles (UAVs) allow for modernization and improvement of border surveillance. There are a number of advantages to using UAVs. Many UAVs can be controlled by a single operator, which reduces personnel costs; they are very fast and can patrol large regions; and they have wider regions of visibility than conventional surveillance methods, which increases the probability of detecting intruders. This thesis formulates mathematical models designed to find the best way to utilize a given fleet of UAVs by deciding their routes, altitudes, and speeds in order to maximize the probability of detecting intruders trying to trespass a given border. These models will enable decision makers to effectively acquire and employ a UAV fleet for border surveillance.","First Lieutenant, Turkish Army",http://hdl.handle.net/10945/42729,"Monterey, California: Naval Postgraduate School",Border patrol||barrier search||UAV,Optimal deployment of unmanned aerial vehicles for border surveillance,Thesis,Operations Research,Masters,Master of Science in Operations Research
42789,10945/17||10945/11539,"Dimitrov, Nedialko B.||Kress, Moshe","Wood, Christopher J.",Operations Research,,2014-06,"Intelligence analysts face a glut of information and limited time to identify which information is relevant. Also, they are unaware of other analysts with similar intelligence problems, preventing collaboration and often causing intelligence failure. To identify relevant information, analysts use adopted commercial search engines designed for internet-sized databases containing hyperlinked web-pages that are not effective on intelligence databases consisting of non-hyperlinked documents. This thesis outlines a model to fundamentally increase search effectiveness and collaboration by using a social network of like-minded users based on user biographies and search behavior. After entering a query, the likelihood of returning a relevant document is increased by leveraging data from other, similar users. The model goes beyond standard search engine design by presenting similar analysts for collaboration and presenting relevant documents without queries. Our framework is mathematically grounded in a Markov random field information retrieval model and recent developments in recommender systems. We build and test a prototype system on datasets from the National Institute of Standards & Technology. The test results combine with computational sensitivity analyses to show significant improvements over existing search models. The improvements are shown to be robust to high levels of human error and low similarity between users.","Captain, United States Marine Corps",http://hdl.handle.net/10945/42755,"Monterey, California: Naval Postgraduate School",Intelligence Community||information retrieval||recommender systems||search engines||social networks||user profiling||Lucene||robust design||collaborative systems,What friends are for: collaborative intelligence analysis and search,Thesis,Operations Research,Masters,Master of Science in Operations Research
41456,10945/17,"Buttrey, Samuel E.","Lynch, Sarah K.",Operations Research,"Whitaker, Lyn R.",2014-03,"Clustering is the process of putting observations into groups based on their distance, or dissimilarity, from one another. Measuring distance for continuous variables often requires scaling or monotonic transformation. Determining dissimilarity when observations have both continuous and categorical measurements can be difficult because each type of measurement must be approached differently. We introduce a new clustering method that uses one of three new distance metrics. In a dataset with p variables, we create p trees, one with each variable as the response. Distance is measured by determining on which leaf an observation falls in each tree. Two observations are similar if they tend to fall on the same leaf and dissimilar if they are usually on different leaves. The distance metrics are not affected by scaling or transformations of the variables and easily determine distances in datasets with both continuous and categorical variables. This method is tested on several well-known datasets, both with and without added noise variables, and performs very well in the presence of noise due in part to automatic variable selection. The new distance metrics outperform several existing clustering methods in a large number of scenarios.","Lieutenant, United States Navy",http://hdl.handle.net/10945/41412,"Monterey, California: Naval Postgraduate School",Clustering||Regression Trees||Classification Trees||Cramrs V,A scale-independent clustering method with automatic variable selection based on trees,Thesis,Operations Research,Masters,Master Of Science In Operations Research
41405,10945/17,"Singham, Dashi I.","Cordell, Joseph R.",Operations Research,"Lucas, Thomas W.",2014-03,"The System of Systems Survivability Simulation (S4) was created by the Army Research Laboratory's Survivability and Lethality Analysis Directorate in cooperation with the New Mexico State University Physical Science Laboratory. S4 is a multi-level, agent-based, time-stepped, high resolution, stochastic combat model with a focus on survivability and lethality of equipment and forces. There are over 300 factors (or input parameters) used to define the elements on the simulated battlefield. This thesis explores a factor screening method using a supersaturated design that could be used to eliminate insignificant design parameters for given scenarios. Eliminating insignificant parameters could reduce the run-time of an experiment, thereby allowing a more robust design to be used only on the significant factors that are selected. The ability of the method to properly identify significant parameters is analyzed by creating a model in which the significant factors are already known and determining how well the method identifies the significant factors. The results of the analysis show that the method is effective when the factors are moderately to highly significant and for a small number of significant factors. Additional research comparing this method with other factor screening methods may lead to the use of this method when there are more factors than design points.","Captain, United States Army Reserve",http://hdl.handle.net/10945/41361,"Monterey, California: Naval Postgraduate School",System of Systems||S4 System of Systems Survivability Simulation||Design of Experiments||Nearly Orthogonal Latin Hypercube||Nearly Orthogonal Nearly Balanced Mixed Design||Factor Screening||Survivability Lethality and Vulnerability Assessment||Supersaturated Design||Stepwise Regression,Toward finding driving communications factors in the system of systems survivability simulation model,Thesis,Operations Research,Masters,Master Of Science In Operations Research
41433,10945/17,"Craparo, Emily M.","Hebert, David C.",Operations Research,"Carlyle, W. Matthew",2014-03,"The coordination of multifunction phased array radars across networked platforms can enable superior functionality and battle space awareness. This thesis formulates and solves a number of optimization models and heuristic algorithms to analyze and prescribe radar-to-target assignments and schedules. One optimization model uses full target information to provide a best case assessment of the ability of a given set of radar platforms to track a collection of targets. A modified version of this model determines the impact on these results if targets coordinate their maneuvers in order to overwhelm the radar system.We then consider the more realistic scenario in which the planner's knowledge is imperfect and describe approaches for allocating radar assets to targets in that setting. The first such approach extends an existing two-dimensional geographic allocation method to three dimensions. This allows for an allocation of the operating space to radar assets and can serve as a preallocation heuristic for more sophisticated assignment algorithms. Moreover, because the existing method does not account for transfers in tasks between geographical areas, this thesis models the additional workload involved in performing handoffs of targets between radars.","Lieutenant, United States Navy",http://hdl.handle.net/10945/41389,"Monterey, California: Naval Postgraduate School","optimization, radar scheduling, multifunction radar, sensor network, geographic partitioning",Radar resource management in a dense target environment,Thesis,Operations Research,Masters,Master Of Science In Operations Research
41440,10945/17,"Salmeron, Javier","Jacobs, Roger S.",Operations Research,"Hyink, Jeffrey",2014-03,"The daily flight schedule at Training Air Wing-Two (TW-2) is built manually each day by squadron scheduling officers (SKEDSOs). They rely on their intuition, experience and sound judgment to output a flight schedule. Each SKEDSO spends eight hours a day on this task, but currently there is no measure of the efficiency a given flight schedule. Our goal is to enhance the current planning process by alleviating many of the tedious tasks through an automated optimization program. To that end, this research develops Flight Training Scheduler (FTS), an optimization-based tool, to aid the SKEDSO in production of daily flight schedules. FTS allows the SKEDSO to place an objective, value-oriented metric on the total events scheduled. A typical instance of this problem for TW-2's Phase II students consists of approximately 30 students, 65 flight events and 35 instructor pilots. FTS provides fast, automated guidance to the SKEDSOs that can help them increase throughput of students in the advanced strike training syllabus.","Lieutenant Commander, United States Navy",http://hdl.handle.net/10945/41396,"Monterey, California: Naval Postgraduate School",Scheduling||optimization||flight training||Advance Strike Training||pilot,Optimization of daily flight training schedules,Thesis,Operations Research,Masters,Master Of Science In Operations Research
41450,10945/17,"Dimitrov, Nedialko B.","Klaus, Christian",Operations Research,,2014-03,"We define and solve two network-design problems. In the first, (1) a defender uses limited resources to select a portfolio of paths or design a sub-network; (2) an attacker then uses limited attack resources to destroy network arcs, and then (3) the defender operates the damaged network optimally by ending a shortest path. The solution identifies a network design that minimizes post-attack path length. We show how the tri-level problem is equivalent to a single-level mixed integer program (MIP) with an exponential number of rows and columns, and solve that MIP using simultaneous row and column generation. Methods extend to network operations denied through general now constructs. The second problem considers a stochastic logistics network where arcs are present randomly and independently. Shipping from a source to a destination may be delayed until a path connecting the two is available. In the presence of storage capacity, cargo can be shipped partway. The problem's solution identifies the storage locations that minimize the cargo's waiting time for shipment. We develop and demonstrate practical methods to solve this #P-complete problem on a model instance derived from a Department of Defense humanitarian shipping network.","Lieutenant Colonel, German Army",http://hdl.handle.net/10945/41406,"Monterey, California: Naval Postgraduate School","network design, network interdiction, network reliability, network resilience, stochastic network, warehouse allocation",Network design for reliability and resilience to attack,Thesis,Operations Research,Doctoral,Doctor Of Philosophy In Operations Research
38879,10945/17,"Dimitrov, Ned","Cobb, Trisha A.",Operations Research,"Fulton, Lawrence",2013-12,"We will never know the operational battle space of the future, so medical assets need to be flexible and agile to conform to a variety of environments and threats. We utilize a multistage optimization model and data from past contingency operations to analyze potential configurations of a robust theater-deployable hospital. The current Army theater-deployable hospital has 248 beds, and our analysis shows it is over-capacitated for the current brigade-centric force structure. Based on our analysis, the optimal role-3 medical treatment facility is between 44 beds and 124 beds, with smaller wards, and the ability to combine hospitals to create larger hospitals. The smaller role-3 medical treatment facility better suits the tactical and operational employment of medical assets and supports the strategic plans for regionally aligned forces.","Major, United States Army",http://hdl.handle.net/10945/38904,"Monterey, California: Naval Postgraduate School",Combat Support Hospital||Army Medical Department||AMEDD||Multistage||Optimization,Multistage deployment of the Army theater hospital,Thesis,Operations Research,Masters,Master Of Science In Operations Research
38943,10945/17,"Nussbaum, Daniel A.","Lee, Hui Hyang",Operations Research,"Maher, Kevin",2013-12,"The Pre-Positioned Expeditionary Assistance Kit (PEAK) is a Joint Capability Technology Demonstration initiative that is being managed by the Office of the Secretary of Defense, developed in partnership with the National Defense University, and is sponsored by United States Southern Command. This study analyzes the costs and benefits of implementing the PEAK as a new capability into the Humanitarian Assistance/Disaster Relief Operational community with the objective of building key capacity in partner nations to promote security and stability and focusing on providing effective, low-cost and sustainable capabilities. This thesis conducts a Business Case Analysis (BCA), including a base case analysis and sensitivity analyses focusing on the Return on Investment (ROI) of investing in, and operating and maintaining, the PEAK. The BCA compares the life-cycle cost estimate of the PEAK with that of the status quo (existing) systems in operational scenarios for a 10-year period. When compared against the estimated investment over the system life-cycle, the results show positive ROI and net present value after the first year. The savings come from the cost of water and transportation.","Lieutenant Commander, Supply Corps, United States Navy",http://hdl.handle.net/10945/38968,"Monterey, California: Naval Postgraduate School",Business Case Analysis (BCA)||Pre-Positioned Expeditionary Assistance Kit (PEAK)||Return of Investment (ROI)||Net Present Value (NPV)||Life-Cycle Cost Estimate (LCCE),A business case analysis of pre-positioned expeditionary assistance kit joint capability technology demonstration,Thesis,Operations Research,Masters,Master Of Science In Operations Research
38998,10945/17,"Singham, Dashi","Teague, Karen J.",Operations Research,"Atkinson, Michael",2013-12,"The United States has a tradition of military analysis using a federated or combined suite of models. However, these are not the only methods of modeling military problems. We consider the application and implications of foreign modeling approaches. The particular alternate technique we focus on is fuzzy comprehensive evaluation (FCE). FCE makes use of fuzzy mathematics, alone and in partnership with Analytic Hierarchy Process (AHP) models, to inform strategic and operational decisions. It is designed to aid leaders in capturing the complicated and sometimes fuzzy nature of multi-criteria decision problems through human knowledge and evaluations. These subjective inputs present criticisms regarding FCE solutions. FCE results are only as valid as the consistency of the subject matter experts opinions. Therefore, this thesis analyzes the FCE approach through a case study and evaluates the implications of FCE results when there is high variance in expert opinions.","Lieutenant, United States Navy",http://hdl.handle.net/10945/39023,"Monterey, California: Naval Postgraduate School",Analytical Hierarchy Process (AHP)||Fuzzy logic||Fuzzy Comprehensive Evaluation (FCE)||Decision Making||simulation,Fuzzy comprehensive evaluation (FCE) in military decision support processes,Thesis,Operations Research,Masters,Master Of Science In Operations Research
48986,10945/17,"Lin, Kyle Y.","McGrath, Richard G., Jr.",,,2013-12,"We study a patrol problem where several patrollers move between heterogeneous locations dispersed throughout anarea of interest in order to detect enemy attacks. To formulate an e ective patrol policy, the patrollers must takeinto account travel time between locations, as well as location-speci c parameters, which include patrollerinspection times, enemy attack times, and cost incurred due to an undetected attack. We consider both randomand strategic attackers. A random attacker chooses a location to attack according to a probability distribution,while a strategic attacker plays a two-person zero-sum game with the patrollers. In some cases, we can computethe optimal solution using linear programming. This method, however, becomes computationally intractable as theproblem size grows. Therefore, our research focuses on developing e cient heuristics, based on aggregate indexvalues,  ctitious play, and shortest paths. Numerical experiments demonstrate that our heuristics produce excellentresults with computation time orders of magnitude less than what is required to compute the optimal solution.","Commander, United States Navy",http://hdl.handle.net/10945/48616,"Monterey, California. Naval Postgraduate School",Optimal patrol||Multi-agent patrol||Semi-Markov decision process||Sequential decision making under uncertainty,Optimal patrol to detect attacks at dispersed heterogeneous locations,Thesis,Operations Research,Doctoral,Doctor of Philosophy in  Operations Research
38857,10945/17,"Craparo, Emily","Bouaicha, Hamadi",Operations Research,"Singham, Dashi",2013-12,"The compromise between the stability of a hybrid electric grid (HEG) and the total operating cost can be reached by accurately anticipating the future renewable power productions. This thesis suggests the use of weather forecasts to establish day-ahead operating schedules for a grid that include the operating plan of dispatchable fuel-based generators, the charge or discharge of energy storage units, and the energy to exchange with the commercial grid if the configuration of the HEG allows it. The weather forecasts used as a key factor to establish the optimal plan are subject to uncertainty. In order to mitigate this problem, multiple weather forecast scenarios are used in the optimization. This thesis alters the optimization model to represent various configurations of the HEG and optimizes over a variety of weather forecasts. It then tests the operating plans suggested by the model using particular weather scenarios representing actual observed weather conditions. Finally, this thesis gives an illustration of how to run the optimization model with the rolling horizon method using updates of weather forecasts.","Lieutenant, Tunisian Navy",http://hdl.handle.net/10945/38882,"Monterey, California: Naval Postgraduate School",Hybrid electric grid||Microgrid||Hybrid renewable energy system||energy management center||optimization||Day-ahead scheduling||Weather forecast||Wind power||Photovoltaic Power,Optimal day-ahead scheduling of a hybrid electric grid using weather forecasts,Thesis,Operations Research,Masters,Master Of Science In Operations Research
37608,10945/17,"Buttrey, Samuel E.","Koffi, JamesRobert C.",Operations Research,"McLay, Deidre L.",2013-09,"This thesis analyzes long-term effects of Department of Defense Measures of Effectiveness (MOE) and Measures of Performance for Humanitarian Assistance (HA) missions. The Overseas Humanitarian Assistance Shared Information System (OHASIS) is used as the primary data source for HA missions and its associated costs. The thesis centers on HA missions in countries within the Pacific Command Area of Responsibility eligible for HA funding as described in U.S. Code Title X. An assumption of endogeneity is made regarding the data and a Two-Stage Least Squares (2SLS) Fixed Effects model is used as an alternative method to Ordinary Least Squares (OLS) for analysis. The number of bilateral agreements between the United States and HA host nations serves as an instrumental variable. The United Nations Human Development Index (HDI) is the MOE. Analysis shows that an OLS model is preferred over a 2SLS for this dataset. The effect of HA expenditures is significant and positive, indicating that increased HA expenditures are associated with higher levels of the HDI. The proportion of population with access to potable water is significantly positively associated with HDI in the model, suggesting that increasing the number of HA water projects might be one strategy for increasing HDI.","Lieutenant, United States Navy",http://hdl.handle.net/10945/37653,"Monterey, California: Naval Postgraduate School",OHASIS||Humanitarian Assistance||Human Development Index||Two-Stage Least Squares||Endogeneity,Effects of DoD engagements in collaborative humanitarian assistance,Thesis,Operations Research,Masters,Master Of Science In Operations Research
37633,10945/17,"Nussbaum, Daniel A.","Monahan, Joseph",Operations Research,"Hernandez, Alejandro",2013-09,"In an effort to increase U.S. energy security by reducing oil consumption, various federal mandates and executive orders require reduced petroleum use and greenhouse gas emissions by federal non-tactical vehicle fleets. Transitioning federal fleets to plug-in electric drive vehicles (PEDVs) is one option to meet these mandates. This research performs a life-cycle cost analysis using modeling and simulation to determine the parameters under which vehicle-to-grid (V2G) integration and associated revenue streams can create a viable economic case for the transition of federal fleets to PEDVs. Under current market conditions, bidirectional V2G frequency regulation (FR) is not currently viable. Unidirectional FR has potential, but it provides minimal reductions in PEDV life-cycle cost. The cost to meet petroleum reduction mandates by transitioning light-duty fleets to PEDVs is cost prohibitive and impractical, requiring almost a complete one-for-one replacement of the current fleet of traditional light-duty passenger vehicles. Realistically meeting the mandate without fleet downsizing will require implementing a transition toward alternatively fueled vehicles beyond the light-duty passenger vehicle class. However, economic justification will require a reduction in PEDV acquisition costs or improved market conditions for V2G FR (consisting of lower throughput and higher regulation market clearing prices) thereby resulting in considerably greater net revenue.","Captain, United States Marine Corps",http://hdl.handle.net/10945/37678,"Monterey, California: Naval Postgraduate School",Life Cycle Cost Analysis||Vehicle to grid (V2G)||Energy Modeling||Ancillary Services||Frequency Regulation||Plug-in Electric Drive Vehicles||Hybrid Electric Vehicles||Alternatively Fueled Vehicles (AFV)||Federal Petroleum Reduction Mandates||Energy Independence||Electrical Grid||Alternative Energy Solutions,Life-cycle cost modeling to determine whether vehicle-to-grid (V2G) integration and ancillary service revenue can generate a viable case for plug-in electric drive vehicles,Thesis,Operations Research,Masters,Master Of Science In Operations Research
37636,10945/17,"Atkinson, Michael","Mooshegian, Matthew S.",Operations Research,"Royset, Johannes O.",2013-09,"Illicit drug-trafficking  is a major concern of the United States and is a primary pillar of President Barack Obama_s Strategy to Combat Transnational Organized Crime. In the eastern Pacific and Caribbean Sea, drug-trafficking organizations operate a variety of vessels to transit drugs from South America to the United States. Joint Interagency Task Force (JIATF) South, in cooperation with partner agencies and nations, detects, tracks, and interdicts illegal drug-trafficking in this region. In this thesis, we develop a probability model based on intelligence inputs to generate a spatial temporal heat map specifying the likely location of targets over time. We also formulate a path-finding model that takes the heat map as input and determines route characteristics through transit, such as departure times, waypoints, and speed. We link the results of our models to a separate effort that seeks to provide JIATF South with an optimal search plan to maximize the expected amount of drugs seized. We show that our path-finding model accurately reproduces the target_s track even when the target transits along a complex route. Furthermore, we show that the optimal search plan based on our path-finding model is nearly identical to the search plan using the known parameters.","Lieutenant Commander, United States Navy",http://hdl.handle.net/10945/37681,"Monterey, California: Naval Postgraduate School","Illicit drug-trafficking is a major concern of the United States and is a primary pillar of President Barack Obama_s Strategy to Combat Transnational Organized Crime. In the eastern Pacific and Caribbean Sea, drug-trafficking organizations operate a variety of vessels to transit drugs from South America to the United States. Joint Interagency Task Force (JIATF) South, in cooperation with partner agencies and nations, detects, tracks, and interdicts illegal drug-trafficking in this region. In this thesis, we develop a probability model based on intelligence inputs to generate a spatial temporal heat map specifying the likely location of targets over time. We also formulate a path-finding model that takes the heat map as input and determines route characteristics through transit, such as departure times, waypoints, and speed. We link the results of our models to a separate effort that seeks to provide JIATF South with an optimal search plan to maximize the expected amount of drugs seized. We show that our path-finding model accurately reproduces the target_s track even when the target transits along a complex route. Furthermore, we show that the optimal search plan based on our path-finding model is nearly identical to the search plan using the known parameters.",A probabilistic model of illegal drug trafficking operations in the Eastern Pacific and Caribbean Sea,Thesis,Operations Research,Masters,Master Of Science In Operations Research
37649,10945/17,"Royset, Johannes O.","Pietz, Jesse",Operations Research,,2013-09,"In order to support search planning for counterdrug operations, we introduce a generalized Orienteering Problem (OP) where transit on arcs in a network and reward collection at nodes both consume a variable amount of the same limited resource. We exploit this resource trade-o_ through a specialized branch-and-bound algorithm that relies on partial path relaxation problems, which often yield tight bounds and lead to substantial pruning in the enumeration tree. We present the Smuggler Search Problem (SSP) as a real-world application of our generalized OP. Numerical results show that our algorithm applied to the SSP outperforms standard mixed-integer nonlinear programming solvers for problems with seven or more targets. We present model enhancements that allow practitioners to represent realistic search planning scenarios. We investigate how evolving uncertainty in planning data can be addressed by a multi-stage stochastic programming model.","Major, United States Air Force",http://hdl.handle.net/10945/37694,"Monterey, California: Naval Postgraduate School","Counterdrug operations, Mixed-integer nonlinear programming, Optimal search, Orienteering problem, Search and interdiction, Search theory, Smuggler search problem, Vehicle routing problem",A generalized orienteering problem for optimal search and interdiction planning,Thesis,Operations Research,Doctoral,Doctor Of Philosophy In Operations Research
37691,10945/17||10945/11539,"Lucas, Thomas W.","Treml, Tobias",Operations Research,"Paulo, Eugene P.",2013-09,"This thesis provides a new specification development process for Ground Combat Vehicles (GCVs). The most recent development programs for such a vehicle class failed due to extensive cost overruns. The author uses agent-based simulation to model and study the impacts of CGV capabilities in a most likely combat scenario according to the current threat assessment of the U.S. government. The most advanced modern weapon systems are used as a baseline performance and extensive research is done to determine the state-of-the-art technologies available. These experimental technologies are then transferred to feasible ranges for specified performance factors for GCVs, such as engagement range, weapons lethality, armor, and mobility. Nearly orthogonal and space-filling designs are used to efficiently construct a response surface consisting of defined measures of effectiveness (MOEs) for GCVs. For each MOE, a meta-model is fitted that includes the most significant factors, interactions, and non-linarites. These models are then combined to find the most robust solution since a model will never exactly depict the real situation and a GCV will not be deployed in a scenario exactly like the one used in the study. The results of the meta-models will be used by the Department of Systems Engineering at the Naval Postgraduate School to create a dashboard for visualization of the tradeoff effects between performance factors.","Major, German Army",http://hdl.handle.net/10945/37736,"Monterey, California: Naval Postgraduate School",agent-based||dashboard||design of experiment||GCV||Ground combat vehicle||MANA||robust solution||specification process||simulation,A revolutionary approach for the development of future ground combat system specifications,Thesis,Operations Research,Masters,Master Of Science In Operations Research
37703,10945/17,"Shattuck, Nita Lewis","Young, Roger L.",Operations Research,"Whitaker, Lyn R.",2013-09,"The crews mission on a deployed warship is inherently dangerous. The nature of the job means navigating restricted waters, conducting underway replenishments with less than 200 feet of lateral separation from another ship, and various other operationsall of which require a high level of training, alertness, and attention to detail. Performing these tasks when sailors are sleep deprived creates the potential for catastrophic incidents that can cost millions of dollars and possibly result in injury or loss of life. This study compared the sleep and performance of sailors standing either the 3/9 or 6/6 watch rotation on a deployed warship. Results showed that not only did sailors standing the 6/6 rotation receive less sleep, but their response speeds were significantly slower than their 3/9 counterparts. Although the 3/9 participants stood half as much watch, with twice as much time off watch, they still received only 391 minutes of sleep per night, on average. Even more concerning was that the 6/6 participants received only 330 minutes of sleep per night (less than six hours per day), on average, accruing over 2.5 hours of sleep debt per night. Sleep provides a combat edge to todays warfighters. Leaders neglect it at their peril.","Lieutenant, United States Navy",http://hdl.handle.net/10945/37748,"Monterey, California: Naval Postgraduate School",Sleep||Fatigue||Actigraphy||Sleep Deprivation||Navy Standard Workweek (NSWW)||Watch Rotations||Psychomotor Vigilance Test,A comparison of sleep and performance of sailors on an operationally deployed U.S. Navy warship,Thesis,Operations Research,Masters,Master Of Science In Operations Research
37576,10945/17||10945/11539,"Dimitrov, Nedialko B.","Duncan, Ellis, R.",Operations Research,"Kress, Moshe",2013-09,"Modern intelligence techniques have drastically increased the rate at which communications data can be intercepted. The increased ability to collect and store this data poses a significant processing problem for intelligence agencies. We develop a software library, implementing a previously developed mathematical model of the information selection problem facing these agencies: given a time constraint, which items should be screened in order to maximize the relevant information obtained. Using our software, we analyze the performance of several screening strategies on a variety of representative intercepted intelligence networks, which we construct using real world data sets. We show the model consistently outperforms more naive approaches on networks with clusters of relevant sources, and highlight the importance of exploration in robust screening strategies.","Lieutenant Commander, United States Navy",http://hdl.handle.net/10945/37621,"Monterey, California: Naval Postgraduate School","Analysis of algorithms, intelligence collection, graphical models, Bayesian inference, Markov random fields, networks",Algorithms for efficient intelligence collection,Thesis,Operations Research,Masters,Master Of Science In Operations Research
37578,10945/17,"Fricker, Ronald D., Jr.","Evans, William",Operations Research,"Buttrey, Samuel E.",2013-09,"For presentation of survey results, social science data, and other geospatial statistics requires careful attention in order to facilitate fast and accurate interpretation. Adding dimensionality can easily saturate the observer, leading to confusion instead of adding perspective. We produce over a dozen techniques to facilitate multivariate geospatial visualization, filter them with pilot groups, and then design a computer-based human experiment to evaluate their relative performance. In the experiment, the participants locate (with a mouse click) regions with extreme primary or secondary values and then later estimate numerically the values of these variables. We analyze these data with linear and logistic regression and general additive models to characterize the variance due to a learning effect, and then use general linear mixed-effects models to block out the variability due to individual participants and the independent and randomly-generated survey data used to generate the experiment plots. The effectiveness of a particular technique depends heavily on the goal of the presentation: a technique that provides relative perspective without distracting from the primary variable may not facilitate estimation that is as accurate as other techniques. Four scenarios are provided to qualify the presenters intent. Only one technique performed poorly in all four scenarios and only one technique was average in all four; all remaining varied from very good to very bad between scenarios.","Lieutenant Commander, U.S. Navy",http://hdl.handle.net/10945/37623,"Monterey, California: Naval Postgraduate School",general linear model (GLM)||general additive model (GAM)||general linear mixed-effects model (GLMM)||multivariate||visualization||survey||social science||geospatial||experiment||multidimensional,Multivariate visualization in social sciences and survey data,Thesis,Operations Research,Masters,Master Of Science In Operations Research
